Employee_ID,Age,Department,Job_Role,Monthly_Income,Years_At_Company,Job_Satisfaction,OverTime,Business_Travel,Performance_Rating,Attrition
10364,42,Research & Development,Analyst,2527,10,1,No,Frequently,3,No
10365,44,Research & Development,HR Specialist,5991,21,3,No,Rarely,3,No
10366,30,Research & Development,HR Specialist,8923,24,4,No,Frequently,3,No
10367,40,Sales,HR Specialist,7801,13,3,No,Travel_Rarely,3,No
10368,40,Research & Development,HR Specialist,14953,13,2,No,Frequently,3,No
10369,44,Research & Development,Research Scientist,8660,1,3,Yes,Rarely,3,No
10370,48,Human Resources,Research Scientist,3673,21,2,Yes,Travel_Rarely,4,No
10371,48,Research & Development,Manager,2838,12,3,No,Frequently,4,No
10372,57,Research & Development,Developer,11760,2,1,No,Travel_Rarely,3,No
10373,33,Research & Development,Sales Executive,3341,17,1,No,Travel_Rarely,4,No
10374,48,Research & Development,Research Scientist,14976,21,4,No,Travel_Rarely,3,Yes
10375,55,Research & Development,Research Scientist,15438,3,1,No,Frequently,3,No
10376,54,Research & Development,Research Scientist,17920,20,1,No,Frequently,3,No
10377,49,Sales,Developer,2793,20,2,No,Travel_Rarely,3,No
10378,52,Research & Development,Developer,12549,18,1,No,Travel_Rarely,3,No
10379,53,Research & Development,Manager,17892,15,2,Yes,Travel_Rarely,3,No
10380,41,Research & Development,Research Scientist,12014,3,2,Yes,Travel_Rarely,3,No
10381,56,Research & Development,Sales Executive,9058,18,2,No,Travel_Rarely,3,No
10382,52,Research & Development,HR Specialist,4147,22,3,No,Travel_Rarely,4,Yes
10383,52,Research & Development,Research Scientist,7398,14,2,No,Travel_Rarely,4,No
10384,59,Sales,Manager,14312,0,3,Yes,Travel_Rarely,3,Yes
10385,43,Human Resources,Manager,7026,15,2,Yes,Travel_Rarely,3,Yes
10386,30,Human Resources,Sales Executive,8114,14,3,No,Travel_Rarely,3,No
10387,30,Human Resources,Analyst,17959,15,4,No,Rarely,3,No
10388,36,Research & Development,Manager,13786,21,4,No,Travel_Rarely,3,No
10389,34,Research & Development,Developer,14183,19,3,No,Travel_Rarely,3,No
10390,43,Human Resources,Developer,14187,0,4,No,Travel_Rarely,3,No
10391,37,Human Resources,HR Specialist,15274,16,1,No,Travel_Rarely,3,No
10392,53,Research & Development,Manager,6301,4,2,No,Travel_Rarely,4,No
10393,23,Research & Development,HR Specialist,10780,4,3,No,Travel_Rarely,4,No
10394,47,Research & Development,Manager,9876,6,4,No,Frequently,3,No
10395,35,Research & Development,Sales Executive,15058,12,4,No,Rarely,3,No
10396,59,Research & Development,Research Scientist,12648,11,1,No,Travel_Rarely,4,No
10397,55,Research & Development,Manager,16560,3,2,Yes,Travel_Rarely,3,No
10398,29,Research & Development,Analyst,3399,24,1,No,Travel_Rarely,3,No
10399,57,Research & Development,Developer,5977,3,3,No,Travel_Rarely,3,No
10400,42,Research & Development,Sales Executive,4244,22,4,Yes,Rarely,3,No
10401,49,Research & Development,Research Scientist,15065,20,4,No,Rarely,4,No
10402,27,Human Resources,Research Scientist,8596,20,4,Yes,Travel_Rarely,3,Yes
10403,41,Research & Development,Developer,4753,5,1,No,Travel_Rarely,3,Yes
10404,52,Research & Development,Research Scientist,14353,23,1,No,Travel_Rarely,3,Yes
10405,54,Research & Development,HR Specialist,13652,14,2,Yes,Travel_Rarely,3,No
10406,28,Research & Development,Sales Executive,17163,20,3,No,Travel_Rarely,3,No
10407,29,Research & Development,Analyst,4133,18,2,No,Frequently,3,No
10408,30,Research & Development,Developer,9501,5,2,No,Travel_Rarely,3,No
10409,23,Research & Development,Manager,9520,11,4,No,Travel_Rarely,3,No
10410,38,Research & Development,Manager,11553,13,1,No,Travel_Rarely,3,No
10411,58,Sales,Manager,10649,17,3,No,Travel_Rarely,3,No
10412,38,Research & Development,Sales Executive,17171,11,2,No,Frequently,3,No
10413,59,Sales,Analyst,7201,23,3,Yes,Frequently,3,No
10414,56,Human Resources,Research Scientist,9235,23,4,No,Travel_Rarely,3,No
10415,51,Research & Development,Analyst,15849,14,2,Yes,Travel_Rarely,3,Yes
10416,27,Sales,Analyst,3513,18,1,No,Travel_Rarely,3,No
10417,25,Sales,Developer,5799,7,2,No,Frequently,4,No
10418,58,Research & Development,Sales Executive,4006,8,4,Yes,Travel_Rarely,3,No
10419,56,Sales,Manager,13897,4,2,No,Travel_Rarely,3,Yes
10420,30,Research & Development,Developer,7303,4,4,Yes,Frequently,3,No
10421,27,Sales,Research Scientist,3477,5,2,No,Frequently,3,No
10422,34,Research & Development,Analyst,14153,22,3,No,Travel_Rarely,3,No
10423,43,Human Resources,Manager,4317,2,1,No,Travel_Rarely,3,No
10424,49,Human Resources,Sales Executive,14376,4,4,No,Travel_Rarely,3,No
10425,51,Research & Development,HR Specialist,14750,0,3,No,Rarely,3,Yes
10426,57,Research & Development,Analyst,17260,10,4,No,Rarely,3,No
10427,23,Research & Development,Analyst,13326,20,2,No,Travel_Rarely,3,No
10428,57,Research & Development,Analyst,7401,19,4,No,Travel_Rarely,3,No
10429,29,Research & Development,Analyst,16321,0,4,No,Rarely,3,No
10430,30,Sales,Manager,15507,6,1,No,Travel_Rarely,4,Yes
10431,22,Research & Development,Sales Executive,14358,14,3,No,Frequently,4,No
10432,34,Research & Development,Developer,11640,16,2,No,Frequently,3,No
10433,36,Research & Development,Manager,9298,7,1,No,Frequently,3,No
10434,53,Research & Development,Sales Executive,2973,1,4,No,Rarely,3,No
10435,55,Research & Development,Developer,3067,12,1,Yes,Travel_Rarely,3,No
10436,52,Research & Development,Analyst,14124,11,4,No,Travel_Rarely,3,No
10437,35,Research & Development,Sales Executive,14715,4,2,No,Travel_Rarely,3,No
10438,35,Research & Development,Analyst,10466,12,4,No,Rarely,3,No
10439,50,Research & Development,Sales Executive,4758,5,1,No,Frequently,3,No
10440,40,Sales,Research Scientist,10620,24,1,No,Travel_Rarely,3,No
10441,48,Research & Development,HR Specialist,15869,14,4,No,Travel_Rarely,3,No
10442,30,Human Resources,Analyst,13836,22,3,No,Travel_Rarely,3,No
10443,58,Human Resources,Analyst,6810,21,1,No,Travel_Rarely,3,Yes
10444,58,Research & Development,Analyst,15687,20,3,Yes,Travel_Rarely,3,No
10445,49,Sales,Research Scientist,16589,21,3,No,Rarely,3,No
10446,45,Sales,Manager,4482,10,3,No,Travel_Rarely,3,No
10447,49,Research & Development,Developer,3596,3,3,No,Travel_Rarely,3,No
10448,57,Research & Development,Analyst,9110,0,1,Yes,Travel_Rarely,3,Yes
10449,39,Research & Development,Analyst,16082,14,1,Yes,Travel_Rarely,3,No
10450,46,Human Resources,Manager,6070,11,3,Yes,Travel_Rarely,3,No
10451,56,Research & Development,Manager,8997,8,1,Yes,Rarely,3,Yes
10452,25,Sales,HR Specialist,16045,10,3,No,Travel_Rarely,3,Yes
10453,35,Sales,Sales Executive,14082,4,3,No,Frequently,3,No
10454,47,Sales,Analyst,17878,23,3,No,Travel_Rarely,3,No
10455,29,Research & Development,Sales Executive,13364,6,4,No,Travel_Rarely,3,No
10456,45,Research & Development,Manager,6146,7,2,No,Travel_Rarely,3,No
10457,37,Research & Development,Manager,4919,0,1,No,Travel_Rarely,4,No
10458,41,Research & Development,HR Specialist,6779,24,1,No,Travel_Rarely,3,No
10459,36,Research & Development,Developer,14040,0,3,No,Frequently,4,No
10460,28,Sales,Research Scientist,3173,2,4,No,Travel_Rarely,3,No
10461,38,Sales,Research Scientist,5302,7,4,No,Rarely,4,No
10462,43,Research & Development,Research Scientist,9812,10,1,Yes,Travel_Rarely,3,No
10463,43,Research & Development,Manager,16469,0,3,No,Travel_Rarely,4,No
10464,33,Research & Development,Analyst,17940,13,1,No,Travel_Rarely,3,No
10465,39,Research & Development,HR Specialist,4869,0,3,No,Rarely,3,No
10466,36,Research & Development,Developer,7030,5,3,No,Travel_Rarely,3,No
10467,58,Research & Development,Research Scientist,3566,20,2,No,Travel_Rarely,4,No
10468,37,Research & Development,HR Specialist,7932,5,3,Yes,Travel_Rarely,3,No
10469,26,Research & Development,Manager,10573,2,2,No,Rarely,3,No
10470,23,Research & Development,Research Scientist,17128,9,1,Yes,Travel_Rarely,3,Yes
10471,49,Research & Development,Developer,3187,11,1,No,Travel_Rarely,3,No
10472,48,Research & Development,Sales Executive,15675,9,4,No,Frequently,3,No
10473,52,Research & Development,Developer,2568,21,2,Yes,Travel_Rarely,3,No
10474,57,Research & Development,Analyst,12795,1,1,No,Travel_Rarely,4,Yes
10475,22,Research & Development,Research Scientist,9274,23,2,Yes,Travel_Rarely,4,No
10476,50,Human Resources,Research Scientist,2919,21,1,Yes,Travel_Rarely,3,No
10477,22,Human Resources,Sales Executive,14690,12,2,No,Travel_Rarely,3,No
10478,29,Research & Development,Sales Executive,17402,15,2,Yes,Travel_Rarely,3,Yes
10479,37,Sales,Research Scientist,13289,12,3,No,Rarely,3,No
10480,49,Research & Development,Analyst,15030,3,1,Yes,Travel_Rarely,3,Yes
10481,43,Research & Development,Sales Executive,9391,3,4,Yes,Frequently,3,No
10482,39,Research & Development,Manager,8093,10,3,No,Travel_Rarely,3,No
10483,43,Sales,Research Scientist,17362,22,4,No,Travel_Rarely,4,No
10484,33,Sales,Developer,16467,13,2,Yes,Frequently,4,No
10485,40,Research & Development,Developer,12816,2,3,No,Frequently,3,Yes
10486,46,Sales,Analyst,8604,18,2,No,Travel_Rarely,4,No
10487,26,Sales,Manager,16289,21,1,No,Travel_Rarely,3,No
10488,55,Research & Development,Sales Executive,6392,24,1,Yes,Travel_Rarely,3,No
10489,31,Sales,Research Scientist,2939,0,4,No,Travel_Rarely,3,No
10490,28,Sales,Developer,11978,4,1,No,Travel_Rarely,3,No
10491,58,Research & Development,Developer,3708,16,4,Yes,Travel_Rarely,3,Yes
10492,36,Research & Development,Developer,11770,0,2,No,Travel_Rarely,3,No
10493,45,Research & Development,Developer,16119,18,3,No,Travel_Rarely,3,No
10494,47,Sales,HR Specialist,5063,18,1,No,Travel_Rarely,3,Yes
10495,47,Research & Development,Analyst,9966,3,2,No,Travel_Rarely,3,No
10496,47,Research & Development,Sales Executive,14315,18,3,No,Frequently,3,No
10497,31,Sales,Research Scientist,3753,5,2,No,Travel_Rarely,3,No
10498,38,Sales,Research Scientist,14049,14,4,No,Travel_Rarely,3,No
10499,35,Sales,Research Scientist,5709,3,2,No,Rarely,3,No
10500,23,Research & Development,Sales Executive,6049,23,4,No,Travel_Rarely,3,No
10501,34,Human Resources,Analyst,3114,0,4,No,Travel_Rarely,4,No
10502,48,Research & Development,Manager,5578,23,1,No,Frequently,3,No
10503,30,Research & Development,Analyst,13415,16,4,No,Frequently,3,No
10504,28,Research & Development,Developer,5990,10,4,Yes,Travel_Rarely,3,No
10505,31,Research & Development,Developer,6043,16,2,No,Travel_Rarely,3,No
10506,30,Research & Development,Analyst,10602,22,4,No,Frequently,3,No
10507,43,Research & Development,Analyst,15207,0,4,No,Travel_Rarely,3,No
10508,44,Research & Development,Sales Executive,4400,8,2,No,Travel_Rarely,3,No
10509,28,Research & Development,Sales Executive,15063,13,3,No,Travel_Rarely,3,No
10510,30,Research & Development,HR Specialist,8180,14,1,Yes,Frequently,3,No
10511,48,Research & Development,Research Scientist,9251,23,2,No,Frequently,4,No
10512,45,Research & Development,HR Specialist,17406,0,4,No,Travel_Rarely,3,No
10513,50,Research & Development,Research Scientist,8362,1,2,No,Travel_Rarely,4,No
10514,38,Sales,Developer,4212,17,3,No,Travel_Rarely,3,No
10515,41,Research & Development,HR Specialist,16925,17,2,Yes,Travel_Rarely,3,No
10516,28,Research & Development,HR Specialist,4829,5,2,No,Travel_Rarely,3,No
10517,28,Research & Development,Manager,14311,19,2,No,Travel_Rarely,3,No
10518,49,Sales,Analyst,3694,7,2,No,Travel_Rarely,3,Yes
10519,40,Sales,Sales Executive,9281,0,4,No,Travel_Rarely,3,No
10520,41,Research & Development,HR Specialist,10662,14,2,No,Frequently,3,No
10521,28,Research & Development,Sales Executive,7406,9,3,Yes,Travel_Rarely,3,Yes
10522,27,Research & Development,Research Scientist,3878,3,2,No,Travel_Rarely,3,No
10523,46,Human Resources,HR Specialist,12004,9,2,No,Travel_Rarely,3,No
10524,34,Research & Development,Research Scientist,13607,10,4,No,Travel_Rarely,4,No
10525,43,Research & Development,HR Specialist,17297,4,4,Yes,Travel_Rarely,4,No
10526,38,Sales,Developer,3249,8,2,No,Travel_Rarely,3,No
10527,43,Sales,Manager,7792,4,4,No,Travel_Rarely,3,No
10528,55,Research & Development,Research Scientist,2800,10,4,No,Travel_Rarely,3,No
10529,29,Research & Development,Analyst,7195,2,2,Yes,Travel_Rarely,3,No
10530,39,Research & Development,Analyst,14674,3,4,No,Travel_Rarely,4,No
10531,45,Research & Development,Developer,7124,9,1,Yes,Travel_Rarely,3,Yes
10532,23,Sales,Developer,16975,6,1,Yes,Travel_Rarely,3,No
10533,23,Human Resources,Analyst,6337,0,1,No,Travel_Rarely,3,No
10534,48,Human Resources,Research Scientist,2777,5,4,No,Travel_Rarely,3,No
10535,35,Research & Development,Analyst,15450,7,1,No,Travel_Rarely,4,No
10536,33,Sales,Manager,13250,16,3,No,Travel_Rarely,3,No
10537,53,Research & Development,HR Specialist,16157,23,1,No,Rarely,3,No
10538,49,Human Resources,Manager,6417,6,3,No,Travel_Rarely,3,No
10539,49,Research & Development,Analyst,9807,0,4,No,Frequently,3,No
10540,46,Research & Development,HR Specialist,4661,8,1,No,Travel_Rarely,3,No
10541,25,Sales,Analyst,15367,10,3,Yes,Frequently,4,No
10542,47,Sales,Manager,16318,18,4,Yes,Frequently,3,No
10543,57,Sales,Manager,3889,1,1,No,Rarely,4,No
10544,24,Human Resources,Research Scientist,11382,22,2,No,Travel_Rarely,3,No
10545,22,Research & Development,Research Scientist,7232,10,1,Yes,Travel_Rarely,3,No
10546,38,Research & Development,Manager,5968,2,1,No,Frequently,4,No
10547,28,Sales,HR Specialist,12540,16,1,No,Travel_Rarely,3,No
10548,26,Human Resources,Research Scientist,8641,9,2,No,Frequently,3,No
10549,40,Research & Development,Research Scientist,15610,2,3,Yes,Travel_Rarely,3,Yes
10550,55,Sales,Sales Executive,8469,21,3,No,Travel_Rarely,3,No
10551,56,Research & Development,Sales Executive,15662,2,2,No,Travel_Rarely,3,No
10552,37,Research & Development,Research Scientist,6316,20,1,No,Travel_Rarely,4,No
10553,48,Sales,Analyst,11631,24,1,No,Travel_Rarely,4,No
10554,59,Research & Development,HR Specialist,16470,6,1,Yes,Travel_Rarely,3,No
10555,46,Human Resources,Developer,7537,1,3,No,Travel_Rarely,3,No
10556,47,Human Resources,Research Scientist,13874,0,3,No,Travel_Rarely,4,No
10557,35,Research & Development,Sales Executive,8494,6,2,No,Frequently,3,No
10558,35,Research & Development,HR Specialist,17193,19,4,No,Travel_Rarely,3,No
10559,35,Research & Development,HR Specialist,14001,10,2,No,Travel_Rarely,3,No
10560,46,Research & Development,Sales Executive,12742,22,3,Yes,Travel_Rarely,3,Yes
10561,57,Research & Development,HR Specialist,12438,5,1,No,Travel_Rarely,3,No
10562,25,Research & Development,HR Specialist,4951,22,1,Yes,Travel_Rarely,3,No
10563,36,Research & Development,Sales Executive,2524,3,1,No,Rarely,3,No
10564,53,Sales,Manager,8462,18,1,No,Frequently,3,No
10565,39,Research & Development,Research Scientist,5056,20,4,No,Travel_Rarely,3,No
10566,35,Research & Development,Analyst,17531,18,2,Yes,Travel_Rarely,3,No
10567,22,Research & Development,Developer,10132,13,2,Yes,Travel_Rarely,3,No
10568,41,Human Resources,Analyst,2560,2,3,No,Travel_Rarely,3,No
10569,31,Sales,Manager,10175,3,2,No,Travel_Rarely,3,No
10570,31,Human Resources,Manager,2622,7,4,No,Rarely,4,No
10571,45,Sales,HR Specialist,8116,17,4,No,Travel_Rarely,4,No
10572,55,Sales,Analyst,12794,3,4,No,Travel_Rarely,3,No
10573,49,Research & Development,Manager,3686,10,1,No,Frequently,3,No
10574,48,Research & Development,Analyst,17809,15,3,Yes,Travel_Rarely,4,No
10575,22,Research & Development,Manager,16510,2,4,No,Frequently,3,No
10576,54,Sales,Developer,7658,6,2,No,Travel_Rarely,4,No
10577,25,Sales,Manager,10364,1,2,No,Frequently,3,No
10578,28,Research & Development,Analyst,15894,0,2,No,Travel_Rarely,3,No
10579,30,Research & Development,HR Specialist,12422,0,4,Yes,Travel_Rarely,3,No
10580,37,Research & Development,Analyst,15333,5,4,Yes,Travel_Rarely,3,Yes
10581,26,Sales,Sales Executive,6589,18,2,Yes,Travel_Rarely,3,Yes
10582,55,Research & Development,Analyst,16948,6,4,No,Rarely,3,No
10583,44,Research & Development,Developer,4972,23,2,No,Travel_Rarely,3,No
10584,46,Human Resources,Research Scientist,13657,4,1,No,Travel_Rarely,3,No
10585,34,Research & Development,Developer,12969,20,4,Yes,Travel_Rarely,3,No
10586,45,Research & Development,Developer,14779,17,1,Yes,Travel_Rarely,3,No
10587,32,Sales,Manager,9950,23,1,Yes,Rarely,3,No
10588,38,Research & Development,Developer,5464,12,4,No,Rarely,3,No
10589,58,Research & Development,Analyst,10604,0,2,Yes,Travel_Rarely,3,No
10590,34,Human Resources,Research Scientist,3810,9,3,Yes,Travel_Rarely,3,No
10591,48,Research & Development,HR Specialist,10846,8,1,No,Travel_Rarely,3,No
10592,41,Research & Development,Developer,4712,16,4,No,Travel_Rarely,3,No
10593,54,Research & Development,Analyst,17797,0,1,No,Travel_Rarely,4,No
10594,53,Research & Development,Manager,13945,0,2,Yes,Travel_Rarely,3,No
10595,29,Sales,Manager,11954,6,4,No,Travel_Rarely,3,No
10596,50,Sales,HR Specialist,9292,3,3,No,Travel_Rarely,3,No
10597,40,Research & Development,HR Specialist,12054,22,4,Yes,Travel_Rarely,3,No
10598,27,Sales,Analyst,11629,20,1,Yes,Travel_Rarely,3,Yes
10599,42,Sales,HR Specialist,11203,11,4,No,Frequently,4,No
10600,43,Sales,HR Specialist,15719,15,4,No,Travel_Rarely,3,No
10601,31,Sales,Manager,17101,13,1,Yes,Travel_Rarely,3,Yes
10602,31,Sales,Analyst,10878,22,3,No,Travel_Rarely,4,No
10603,50,Research & Development,Research Scientist,17899,9,2,No,Travel_Rarely,3,No
10604,37,Research & Development,HR Specialist,4345,13,4,Yes,Rarely,3,No
10605,22,Research & Development,Analyst,10160,6,3,No,Travel_Rarely,3,No
10606,38,Research & Development,Developer,4202,3,2,No,Travel_Rarely,3,No
10607,51,Human Resources,Manager,2890,1,1,No,Frequently,3,No
10608,47,Sales,Research Scientist,16071,23,3,No,Travel_Rarely,3,No
10609,40,Research & Development,Manager,3154,17,3,Yes,Travel_Rarely,3,No
10610,42,Research & Development,Manager,8335,15,4,Yes,Travel_Rarely,3,No
10611,38,Research & Development,Sales Executive,6771,8,1,No,Travel_Rarely,4,No
10612,42,Human Resources,Analyst,13513,4,4,No,Frequently,3,No
10613,40,Research & Development,Developer,11455,8,1,No,Travel_Rarely,3,No
10614,28,Research & Development,HR Specialist,5900,24,2,No,Travel_Rarely,3,No
10615,38,Research & Development,Developer,15718,7,4,No,Rarely,3,No
10616,22,Research & Development,Analyst,7819,23,1,No,Travel_Rarely,3,Yes
10617,58,Sales,Manager,15498,19,1,No,Travel_Rarely,3,No
10618,27,Research & Development,Sales Executive,13959,15,3,No,Rarely,3,No
10619,47,Research & Development,Analyst,17661,19,4,No,Travel_Rarely,3,No
10620,23,Research & Development,Research Scientist,9232,17,4,Yes,Travel_Rarely,3,No
10621,53,Sales,Research Scientist,9174,3,2,No,Travel_Rarely,4,No
10622,26,Research & Development,Analyst,3585,15,1,No,Travel_Rarely,3,No
10623,58,Sales,HR Specialist,7946,3,3,No,Travel_Rarely,3,No
10624,52,Sales,Developer,12621,5,1,No,Frequently,3,No
10625,33,Research & Development,Developer,6876,2,1,No,Travel_Rarely,3,Yes
10626,56,Research & Development,HR Specialist,4463,17,1,No,Frequently,3,No
10627,51,Research & Development,Sales Executive,12477,14,4,Yes,Travel_Rarely,3,No
10628,27,Research & Development,Manager,12966,7,1,No,Frequently,4,No
10629,36,Research & Development,Manager,13378,17,2,Yes,Travel_Rarely,3,No
10630,36,Research & Development,Research Scientist,7677,23,3,No,Travel_Rarely,3,Yes
10631,37,Research & Development,Sales Executive,13660,22,3,Yes,Frequently,4,No
10632,41,Research & Development,HR Specialist,7072,2,1,No,Travel_Rarely,4,No
10633,34,Research & Development,Analyst,10043,5,3,No,Frequently,3,No
10634,52,Research & Development,Developer,11407,21,1,No,Travel_Rarely,3,Yes
10635,55,Human Resources,Analyst,2742,20,4,No,Travel_Rarely,3,No
10636,50,Sales,Developer,9010,23,3,No,Rarely,3,No
10637,24,Research & Development,Analyst,15723,14,4,No,Travel_Rarely,3,No
10638,30,Sales,HR Specialist,6415,11,4,Yes,Frequently,3,Yes
10639,32,Sales,HR Specialist,12215,4,2,No,Frequently,4,No
10640,32,Sales,Sales Executive,3337,6,2,No,Travel_Rarely,3,Yes
10641,46,Research & Development,Analyst,5823,21,3,No,Travel_Rarely,4,No
10642,43,Research & Development,Analyst,5453,14,1,No,Travel_Rarely,4,No
10643,30,Research & Development,Sales Executive,12037,6,1,Yes,Frequently,3,No
10644,41,Research & Development,Sales Executive,13115,12,1,No,Travel_Rarely,3,No
10645,42,Research & Development,HR Specialist,12720,24,1,No,Travel_Rarely,3,No
10646,31,Human Resources,HR Specialist,3932,2,2,Yes,Frequently,3,No
10647,43,Human Resources,Research Scientist,9354,22,1,No,Travel_Rarely,3,No
10648,50,Research & Development,Analyst,10155,12,1,No,Travel_Rarely,3,No
10649,30,Human Resources,HR Specialist,17178,2,4,No,Travel_Rarely,3,No
10650,26,Research & Development,HR Specialist,10931,1,1,No,Frequently,3,No
10651,32,Human Resources,Analyst,10830,22,1,No,Travel_Rarely,3,No
10652,22,Research & Development,Sales Executive,13885,3,2,Yes,Frequently,3,No
10653,22,Research & Development,Analyst,11111,16,3,No,Travel_Rarely,3,No
10654,26,Research & Development,Manager,16372,5,4,No,Travel_Rarely,3,No
10655,43,Research & Development,Analyst,2803,10,4,No,Travel_Rarely,4,No
10656,47,Research & Development,Manager,4662,5,3,No,Travel_Rarely,4,No
10657,27,Research & Development,Analyst,8986,21,4,No,Travel_Rarely,3,Yes
10658,53,Research & Development,Manager,16062,1,1,No,Travel_Rarely,3,No
10659,32,Research & Development,Manager,12718,16,1,No,Travel_Rarely,3,Yes
10660,31,Sales,Analyst,6602,2,3,No,Travel_Rarely,3,No
10661,55,Research & Development,Research Scientist,9374,11,2,No,Travel_Rarely,3,No
10662,52,Research & Development,HR Specialist,12918,13,2,No,Travel_Rarely,3,No
10663,33,Sales,Developer,3668,1,4,No,Travel_Rarely,3,No
10664,37,Research & Development,HR Specialist,2915,21,2,No,Travel_Rarely,4,No
10665,59,Research & Development,Manager,13405,21,2,No,Travel_Rarely,3,No
10666,24,Sales,Analyst,15932,4,2,Yes,Travel_Rarely,3,No
10667,23,Research & Development,Analyst,7743,9,2,No,Travel_Rarely,3,No
10668,26,Research & Development,Analyst,2649,9,2,No,Travel_Rarely,4,No
10669,32,Research & Development,Analyst,13136,20,2,No,Frequently,3,No
10670,46,Research & Development,Research Scientist,9024,8,2,Yes,Travel_Rarely,4,Yes
10671,56,Research & Development,Developer,8399,20,4,No,Travel_Rarely,3,No
10672,56,Research & Development,Sales Executive,3338,12,1,No,Travel_Rarely,3,No
10673,43,Sales,Manager,8644,9,2,No,Travel_Rarely,3,No
10674,58,Sales,Developer,12388,5,1,No,Frequently,3,No
10675,43,Research & Development,HR Specialist,15031,10,3,No,Travel_Rarely,3,No
10676,32,Research & Development,Sales Executive,12602,3,1,Yes,Travel_Rarely,4,No
10677,53,Sales,Sales Executive,12113,13,3,No,Travel_Rarely,3,No
10678,56,Research & Development,Analyst,16062,16,4,No,Travel_Rarely,3,No
10679,52,Research & Development,Developer,15666,19,1,No,Travel_Rarely,3,No
10680,29,Research & Development,HR Specialist,9966,1,3,No,Frequently,3,No
10681,41,Sales,Analyst,17595,9,1,No,Frequently,3,No
10682,55,Research & Development,Analyst,13693,2,4,No,Frequently,3,No
10683,25,Sales,Research Scientist,3820,6,1,No,Travel_Rarely,3,No
10684,39,Human Resources,Manager,15764,6,3,No,Travel_Rarely,3,No
10685,25,Research & Development,Sales Executive,14727,0,2,No,Travel_Rarely,3,No
10686,41,Research & Development,HR Specialist,4023,7,2,No,Travel_Rarely,4,No
10687,30,Research & Development,Sales Executive,7734,22,2,No,Travel_Rarely,3,No
10688,37,Research & Development,Developer,14570,0,4,No,Travel_Rarely,4,No
10689,47,Human Resources,Manager,8644,7,2,Yes,Travel_Rarely,3,No
10690,59,Sales,Analyst,3052,13,4,Yes,Travel_Rarely,3,Yes
10691,46,Research & Development,Manager,6256,13,2,No,Rarely,3,No
10692,25,Sales,Analyst,6171,1,4,No,Travel_Rarely,3,No
10693,59,Research & Development,Manager,2981,7,4,No,Travel_Rarely,4,No
10694,40,Research & Development,Analyst,3099,18,1,No,Travel_Rarely,3,No
10695,35,Research & Development,Sales Executive,17598,9,2,Yes,Travel_Rarely,4,Yes
10696,42,Research & Development,Sales Executive,10177,6,1,No,Travel_Rarely,3,No
10697,36,Research & Development,Sales Executive,17170,12,3,Yes,Travel_Rarely,3,No
10698,24,Research & Development,Sales Executive,17300,21,2,No,Travel_Rarely,4,Yes
10699,58,Human Resources,Manager,11856,20,2,No,Travel_Rarely,3,No
10700,37,Research & Development,Analyst,15370,14,2,No,Travel_Rarely,3,No
10701,35,Research & Development,Sales Executive,14924,10,2,No,Frequently,3,No
10702,30,Research & Development,Manager,11695,13,1,Yes,Travel_Rarely,4,No
10703,28,Research & Development,Analyst,4482,10,1,No,Rarely,3,No
10704,35,Sales,Manager,4134,1,4,Yes,Travel_Rarely,3,No
10705,27,Research & Development,Research Scientist,10330,1,1,Yes,Travel_Rarely,3,No
10706,42,Research & Development,Sales Executive,5497,11,4,Yes,Travel_Rarely,3,No
10707,36,Sales,Developer,3186,14,3,No,Travel_Rarely,4,No
10708,29,Sales,Manager,17002,16,1,Yes,Travel_Rarely,4,No
10709,55,Research & Development,Sales Executive,14106,13,4,No,Frequently,3,Yes
10710,22,Research & Development,HR Specialist,8029,24,2,No,Frequently,3,No
10711,53,Research & Development,Analyst,16580,15,3,No,Travel_Rarely,3,No
10712,26,Sales,Research Scientist,15697,7,4,Yes,Travel_Rarely,3,No
10713,51,Research & Development,Sales Executive,4259,23,3,Yes,Rarely,3,Yes
10714,43,Research & Development,HR Specialist,16822,16,2,No,Frequently,3,No
10715,41,Research & Development,Manager,9523,4,2,No,Travel_Rarely,3,No
10716,37,Research & Development,Manager,15629,11,4,Yes,Travel_Rarely,3,No
10717,28,Research & Development,HR Specialist,8708,5,4,No,Travel_Rarely,3,No
10718,28,Research & Development,Research Scientist,16392,17,2,No,Travel_Rarely,3,No
10719,23,Research & Development,HR Specialist,9734,4,4,No,Frequently,4,No
10720,35,Research & Development,Analyst,4980,5,2,No,Travel_Rarely,3,No
10721,52,Research & Development,Manager,17909,8,1,No,Travel_Rarely,3,Yes
10722,35,Research & Development,HR Specialist,12029,14,4,No,Travel_Rarely,3,No
10723,26,Human Resources,Developer,9976,9,3,No,Travel_Rarely,3,No
10724,32,Research & Development,Developer,10270,16,2,No,Travel_Rarely,3,No
10725,26,Research & Development,HR Specialist,2614,18,1,No,Travel_Rarely,3,Yes
10726,50,Sales,Analyst,14649,11,4,No,Travel_Rarely,3,No
10727,32,Human Resources,Manager,3068,8,2,No,Travel_Rarely,3,No
10728,26,Sales,Developer,12245,14,1,Yes,Travel_Rarely,4,No
10729,53,Research & Development,HR Specialist,10451,13,4,Yes,Travel_Rarely,3,No
10730,57,Sales,HR Specialist,5189,0,2,No,Travel_Rarely,4,Yes
